Experiment;ID;Sex;Age_Days;ConContext;Identity_change;Location_change;ConSoc;ConOut;Condition;ObjectPos;ObjectPosAct;TrialRun;TrialCon;LTScreenOut;LTObjectOut;FirstLookDurationObjectOut;FirstLookDurationScreen;TotalLTScreenAct;TotalLTObjectAct;TotalLTActorAct;TotalLTFaceAct;TotalLTObjectOut;OutcomeDuration;trial_valid;trial_LOB_Act;Actor;Object
1;16;M;284;0;0;0;NCOM;NO;4;0;0;12;2;4229;2631;1032;2216;10993;4663;5980;5980;5815;15142;1;1;A1;OBJ-14
1;17;F;286;0;1;0;NCOM;IDENTITY;5;0;0;1;1;9261;6695;916;4863;13572;1016;12290;12290;7195;15151;1;1;A1;OBJ-2
1;17;F;286;1;1;0;COM;IDENTITY;2;0;0;2;1;3848;2781;1632;4131;14608;0;14608;14608;5063;15155;1;0;A2;OBJ-16
1;17;F;286;0;0;1;NCOM;LOCATION;6;0;1;3;1;4395;3596;850;3565;14639;0;14189;14189;4946;15120;1;0;A1;OBJ-5
1;17;F;286;0;0;0;NCOM;NO;4;1;0;4;1;4048;2699;749;4413;14590;0;14390;14390;4998;15140;1;0;A2;OBJ-8
1;17;F;286;1;0;0;COM;NO;1;1;1;5;1;3932;1483;783;4180;14522;0;14522;14522;1483;10803;1;0;A2;OBJ-3
1;17;F;286;1;0;1;COM;LOCATION;3;1;1;6;1;1616;683;683;1716;13291;0;13291;13291;1816;13014;1;0;A1;OBJ-13
1;17;F;286;0;0;1;NCOM;LOCATION;6;1;0;7;2;1882;1882;1882;1882;10859;0;9077;9077;4296;15148;1;0;A1;OBJ-6
1;17;F;286;1;0;0;COM;NO;1;0;0;8;2;2132;833;832;2265;11292;0;11092;11092;2615;15145;1;0;A2;OBJ-4
1;17;F;286;1;0;1;COM;LOCATION;3;0;0;9;2;2065;1582;1599;2148;8595;733;7646;7396;2381;12281;1;1;A1;OBJ-14
1;17;F;286;0;0;0;NCOM;NO;4;0;1;10;2;1333;1333;1349;1349;12775;0;12775;12775;3815;13938;1;0;A2;OBJ-7
1;17;F;286;1;1;0;COM;IDENTITY;2;1;1;11;2;5546;4414;1482;2365;14772;383;14389;14389;4414;15130;1;1;A2;OBJ-15
1;17;F;286;0;1;0;NCOM;IDENTITY;5;1;1;12;2;11079;10912;1932;1932;12323;1182;11141;11141;10912;15125;1;1;A1;OBJ-1
1;18;F;302;0;0;0;NCOM;NO;4;1;0;1;1;1382;283;283;1133;11675;0;11258;11258;566;15157;1;0;A1;OBJ-10
1;18;F;302;1;0;0;COM;NO;1;1;1;2;1;3497;682;699;2182;9177;0;8927;8927;2249;15132;1;0;A2;OBJ-7
1;18;F;302;0;1;0;NCOM;IDENTITY;5;0;0;3;1;7844;3564;3581;1049;14773;0;14773;14773;3564;15157;1;0;A1;OBJ-2
1;18;F;302;1;0;1;COM;LOCATION;3;0;0;4;1;5430;2415;2415;2415;10560;1716;8694;8694;4947;15132;1;1;A2;OBJ-4
1;18;F;302;0;0;1;NCOM;LOCATION;6;1;1;5;1;450;800;866;450;14656;0;14656;14656;1366;15148;1;0;A1;OBJ-5
1;18;F;302;1;1;0;COM;IDENTITY;2;0;1;6;1;6180;5097;5162;6379;13241;0;12675;12675;8560;15123;1;0;A2;OBJ-11
1;18;F;302;0;1;0;NCOM;IDENTITY;5;1;1;7;2;3047;2381;2398;3097;8326;0;8326;8326;6363;15147;1;0;A1;OBJ-1
1;18;F;302;1;0;0;COM;NO;1;0;0;8;2;4165;2532;2532;1016;11042;0;10575;10575;4497;15172;1;0;A2;OBJ-8
1;18;F;302;1;1;0;COM;IDENTITY;2;1;0;9;2;3880;2348;1116;2148;12193;0;12009;12009;3813;15115;1;0;A2;OBJ-12
1;18;F;302;0;0;1;NCOM;LOCATION;6;0;0;10;2;4978;4030;4097;5196;12159;0;12159;12159;4030;14723;1;0;A1;OBJ-6
1;18;F;302;0;0;0;NCOM;NO;4;0;1;11;2;2514;1549;1548;2181;14059;0;14059;14059;3897;15173;1;0;A1;OBJ-9
1;18;F;302;1;0;1;COM;LOCATION;3;1;1;12;2;4764;1099;1132;1898;10025;0;10025;10025;1782;15149;1;0;A2;OBJ-3
1;19;M;283;1;1;0;COM;IDENTITY;2;1;1;1;1;7719;6328;3065;3065;13174;2666;10308;10308;6328;15132;1;1;A1;OBJ-1
1;19;M;283;0;0;1;NCOM;LOCATION;6;0;1;2;1;9815;9348;2848;3081;13106;0;11923;11923;9348;15159;1;0;A2;OBJ-7
1;19;M;283;1;0;0;COM;NO;1;0;0;3;1;8884;8302;2482;2482;11478;1066;9862;9395;8302;15149;1;1;A2;OBJ-16
1;19;M;283;1;0;1;COM;LOCATION;3;1;0;4;1;1898;1898;1949;1949;10525;0;7662;7662;6155;15167;1;0;A1;OBJ-6
1;19;M;283;0;1;0;NCOM;IDENTITY;5;1;1;5;1;7179;6312;2149;2932;9559;2447;6945;6945;6312;15104;1;1;A1;OBJ-13
1;19;M;283;0;0;0;NCOM;NO;4;0;0;6;1;950;833;499;1532;8412;1450;6762;6395;833;15133;1;1;A2;OBJ-4
1;19;M;283;0;0;0;NCOM;NO;4;1;1;7;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15115;0;0;A2;OBJ-3
1;19;M;283;1;0;1;COM;LOCATION;3;0;1;8;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15113;0;0;A1;OBJ-5
1;19;M;283;0;1;0;NCOM;IDENTITY;5;0;0;9;2;8430;8080;1482;1482;12957;317;12640;12257;8080;15126;1;1;A1;OBJ-14
1;19;M;283;1;0;0;COM;NO;1;1;1;10;2;4813;1132;783;1182;12507;1732;10692;10476;3180;15156;1;1;A2;OBJ-15
1;19;M;283;1;1;0;COM;IDENTITY;2;0;0;11;2;9333;7520;1532;1532;12974;5431;6344;6344;7520;15149;1;1;A1;OBJ-2
1;19;M;283;0;0;1;NCOM;LOCATION;6;1;0;12;2;2032;1749;516;2148;14073;0;13640;13090;1749;8188;1;0;A2;OBJ-8
1;20;M;282;0;1;0;NCOM;IDENTITY;5;0;1;1;1;3598;2365;1382;2582;13608;133;12459;12459;6120;15148;1;1;A1;OBJ-9
1;20;M;282;1;0;0;COM;NO;1;1;1;2;1;4763;1449;882;2848;8728;466;8262;8228;3514;15122;1;1;A2;OBJ-3
1;20;M;282;1;1;0;COM;IDENTITY;2;0;0;3;1;5314;4714;1999;2282;13227;2600;9910;9910;4714;11965;1;1;A2;OBJ-8
1;20;M;282;1;0;1;COM;LOCATION;3;1;1;4;1;867;334;116;1615;5113;1182;3831;3598;3715;15160;1;1;A1;OBJ-5
1;20;M;282;0;0;0;NCOM;NO;4;1;0;5;1;2948;1599;966;3231;11824;0;10609;10609;2865;15139;1;0;A2;OBJ-12
1;20;M;282;0;0;1;NCOM;LOCATION;6;0;0;6;1;5396;3880;1632;2781;9660;1666;7761;7761;4880;15129;1;1;A1;OBJ-2
1;20;M;282;1;0;1;COM;LOCATION;3;0;0;7;2;4314;3647;2832;699;5581;1266;4315;4315;4647;15154;1;1;A1;OBJ-6
1;20;M;282;0;0;0;NCOM;NO;4;0;1;8;2;2698;2698;184;184;7314;0;7314;7314;3164;15148;1;0;A2;OBJ-11
1;20;M;282;0;0;1;NCOM;LOCATION;6;1;1;9;2;2215;1582;666;3314;10979;1533;9446;9062;1582;15121;1;1;A1;OBJ-1
1;20;M;282;1;1;0;COM;IDENTITY;2;1;1;10;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15132;0;0;A2;OBJ-7
1;20;M;282;1;0;0;COM;NO;1;0;0;11;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;9604;0;0;A2;OBJ-4
1;20;M;282;0;1;0;NCOM;IDENTITY;5;1;0;12;2;1916;1716;566;849;10958;0;10575;10575;1716;7922;1;0;A1;OBJ-10
1;22;M;291;0;1;0;NCOM;IDENTITY;5;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;15146;0;0;A1;OBJ-10
1;22;M;291;0;0;1;NCOM;LOCATION;6;1;0;2;1;2065;1565;1515;2431;11710;217;10644;10577;1565;10593;1;1;A1;OBJ-2
1;22;M;291;1;0;0;COM;NO;1;1;1;3;1;1532;566;316;1499;11474;0;11091;10891;1648;12821;1;0;A2;OBJ-15
1;22;M;291;1;1;0;COM;IDENTITY;2;0;0;4;1;3465;2482;1949;2549;7412;0;7245;7245;3664;15123;1;0;A2;OBJ-12
1;22;M;291;0;0;0;NCOM;NO;4;1;1;5;1;2015;916;200;1232;8776;1016;7360;7360;916;11039;1;1;A1;OBJ-13
1;22;M;291;1;0;1;COM;LOCATION;3;0;1;6;1;1733;1566;1132;1349;7449;0;6065;6065;1566;7524;1;0;A2;OBJ-3
1;22;M;291;0;1;0;NCOM;IDENTITY;5;1;1;7;2;1416;833;366;883;4381;0;3998;3998;833;15146;1;0;A1;OBJ-9
1;22;M;291;1;0;0;COM;NO;1;0;0;8;2;1566;833;383;2016;8076;1166;6727;6727;833;12019;1;1;A2;OBJ-16
1;22;M;291;0;0;1;NCOM;LOCATION;6;0;1;9;2;3198;1997;549;883;5697;0;5198;5198;1997;13457;1;0;A1;OBJ-1
1;22;M;291;1;1;0;COM;IDENTITY;2;1;1;10;2;3864;1699;449;1066;12926;2032;10777;10777;1699;10919;1;1;A2;OBJ-11
1;22;M;291;1;0;1;COM;LOCATION;3;1;0;11;2;3748;2415;1416;1416;8628;0;8129;7863;3065;15150;1;0;A2;OBJ-4
1;22;M;291;0;0;0;NCOM;NO;4;0;0;12;2;11942;7977;1083;6896;7513;583;6930;6547;7977;15130;1;1;A1;OBJ-14
1;23;M;278;1;0;0;COM;NO;1;0;0;1;1;8327;2632;633;2848;11762;2749;7030;7030;5263;15162;1;1;A1;OBJ-2
1;23;M;278;0;1;0;NCOM;IDENTITY;5;0;0;2;1;3748;2932;1732;2499;12805;1581;10225;10225;5065;15139;1;1;A2;OBJ-16
1;23;M;278;1;0;1;COM;LOCATION;3;0;1;3;1;5012;1449;450;3015;13641;499;11277;11277;2464;15153;1;1;A1;OBJ-5
1;23;M;278;0;0;1;NCOM;LOCATION;6;1;0;4;1;4846;3381;932;1265;12142;0;11592;11592;3381;15154;1;0;A2;OBJ-8
1;23;M;278;0;0;0;NCOM;NO;4;1;1;5;1;3431;1448;800;217;12425;2180;10012;9779;2114;15127;1;1;A2;OBJ-3
1;23;M;278;1;1;0;COM;IDENTITY;2;1;1;6;1;5746;3031;932;3765;10577;3015;7346;6880;4146;15115;1;1;A1;OBJ-13
1;23;M;278;1;0;1;COM;LOCATION;3;1;0;7;2;3596;2596;1432;2265;9926;449;5362;5162;3446;15161;1;1;A1;OBJ-6
1;23;M;278;0;0;0;NCOM;NO;4;0;0;8;2;2949;2582;966;1200;9359;1783;7227;7144;2665;15158;1;1;A2;OBJ-4
1;23;M;278;1;1;0;COM;IDENTITY;2;0;0;9;2;4197;3381;1682;2315;7760;1066;6411;6411;3381;15141;1;1;A1;OBJ-14
1;23;M;278;0;0;1;NCOM;LOCATION;6;0;1;10;2;1865;932;650;1049;6030;0;5180;5180;1465;15114;1;0;A2;OBJ-7
1;23;M;278;0;1;0;NCOM;IDENTITY;5;1;1;11;2;2798;2149;983;1216;5297;1683;3448;2848;5524;15150;1;1;A2;OBJ-15
1;23;M;278;1;0;0;COM;NO;1;1;1;12;2;4480;633;649;1615;8096;1198;6781;6414;1815;14757;1;1;A1;OBJ-1
1;24;F;294;1;1;0;COM;IDENTITY;2;1;0;1;1;8680;7247;933;3731;13309;300;11627;11627;7247;15151;1;1;A1;OBJ-10
1;24;F;294;1;0;0;COM;NO;1;1;1;2;1;5265;4547;800;1932;9514;650;8714;8297;5910;15137;1;1;A2;OBJ-7
1;24;F;294;0;0;1;NCOM;LOCATION;6;0;0;3;1;5246;5163;1766;1766;12457;1432;10591;10591;8045;15132;1;1;A1;OBJ-2
1;24;F;294;0;1;0;NCOM;IDENTITY;5;0;0;4;1;5477;4295;650;650;11940;784;11156;10674;5466;15128;1;1;A2;OBJ-4
1;24;F;294;0;0;0;NCOM;NO;4;1;1;5;1;1382;1232;916;1765;11309;534;10542;10409;1582;11806;1;1;A1;OBJ-5
1;24;F;294;1;0;1;COM;LOCATION;3;0;1;6;1;666;599;617;767;13175;0;11826;11826;2031;15147;1;0;A2;OBJ-11
1;24;F;294;0;0;1;NCOM;LOCATION;6;1;1;7;2;650;650;666;666;4980;384;4596;4596;1034;15151;1;1;A1;OBJ-1
1;24;F;294;1;0;0;COM;NO;1;0;0;8;2;367;367;400;400;6978;433;6545;6545;1149;15145;1;1;A2;OBJ-8
1;24;F;294;1;0;1;COM;LOCATION;3;1;0;9;2;416;416;417;417;6346;0;5930;5763;416;11265;1;0;A2;OBJ-12
1;24;F;294;0;0;0;NCOM;NO;4;0;0;10;2;467;467;484;484;10061;750;9311;9311;3582;15130;1;1;A1;OBJ-6
1;24;F;294;1;1;0;COM;IDENTITY;2;0;1;11;2;1349;1349;1049;2298;9545;250;9295;9295;1349;9204;1;1;A1;OBJ-9
1;24;F;294;0;1;0;NCOM;IDENTITY;5;1;1;12;2;1132;1132;1150;1150;9245;0;9145;9145;1132;9537;1;0;A2;OBJ-3
1;25;F;283;1;0;0;COM;NO;1;1;1;1;1;3364;1866;700;3581;14406;0;14406;14406;4639;15148;1;0;A1;OBJ-1
1;25;F;283;0;0;1;NCOM;LOCATION;6;0;1;2;1;10995;8327;1065;2198;14789;0;14789;14789;8327;15143;1;0;A2;OBJ-7
1;25;F;283;1;1;0;COM;IDENTITY;2;0;0;3;1;6580;4664;1532;4647;14374;200;13924;13924;4664;15147;1;1;A2;OBJ-16
1;25;F;283;1;0;1;COM;LOCATION;3;1;0;4;1;1599;883;817;4497;12991;0;12625;12542;1883;15085;1;0;A1;OBJ-6
1;25;F;283;0;1;0;NCOM;IDENTITY;5;1;1;5;1;1250;1050;866;1515;6413;217;6196;6196;1050;7522;1;1;A1;OBJ-13
1;25;F;283;0;0;0;NCOM;NO;4;0;0;6;1;1549;783;433;1865;14639;183;14456;14456;783;14369;1;1;A2;OBJ-4
1;25;F;283;0;0;0;NCOM;NO;4;1;1;7;2;1383;833;866;1632;14358;1348;13010;13010;833;6651;1;1;A2;OBJ-3
1;25;F;283;1;0;1;COM;LOCATION;3;0;1;8;2;2683;1016;1033;1549;14474;0;13691;13691;1649;15148;1;0;A1;OBJ-5
1;25;F;283;0;1;0;NCOM;IDENTITY;5;0;0;9;2;1849;583;583;467;8810;400;8410;8127;1116;15144;1;1;A1;OBJ-14
1;25;F;283;1;1;0;COM;IDENTITY;2;1;1;10;2;1050;1050;966;1133;12725;999;11543;11376;1983;15131;1;1;A2;OBJ-15
1;25;F;283;1;0;0;COM;NO;1;0;0;11;2;1783;850;783;1149;12827;899;11928;11928;933;13452;1;1;A1;OBJ-2
1;25;F;283;0;0;1;NCOM;LOCATION;6;1;0;12;2;1183;650;666;1183;6464;0;6081;6081;650;6762;1;0;A2;OBJ-8
1;26;M;303;0;1;0;NCOM;IDENTITY;5;0;1;1;1;3848;3731;2199;2382;11242;0;5929;5929;3943;15151;1;0;A1;OBJ-9
1;26;M;303;0;0;1;NCOM;LOCATION;6;1;1;2;1;2349;2282;2199;2199;10410;2815;7495;7378;5397;15144;1;1;A2;OBJ-3
1;26;M;303;1;0;0;COM;NO;1;0;0;3;1;4629;4346;1683;1932;11942;4214;7728;7628;4346;15146;1;1;A2;OBJ-8
1;26;M;303;0;0;0;NCOM;NO;4;1;1;4;1;4279;4196;2515;4547;13241;2998;10026;10026;8304;15148;1;1;A1;OBJ-5
1;26;M;303;1;0;1;COM;LOCATION;3;1;0;5;1;2582;2582;2581;2581;12941;0;10493;10493;5588;15131;1;0;A2;OBJ-12
1;26;M;303;1;1;0;COM;IDENTITY;2;0;0;6;1;10889;10639;5413;7146;13022;2980;10042;10042;10639;15152;1;1;A1;OBJ-2
1;26;M;303;0;0;0;NCOM;NO;4;0;0;7;2;10301;9734;2065;5579;13023;4896;8127;8127;9734;15113;1;1;A1;OBJ-6
1;26;M;303;1;0;1;COM;LOCATION;3;0;1;8;2;7747;6997;3698;3698;11857;0;7228;7228;6997;15125;1;0;A2;OBJ-11
1;26;M;303;1;1;0;COM;IDENTITY;2;1;1;9;2;6096;6013;2931;8460;12341;5629;6479;6479;8761;15149;1;1;A1;OBJ-1
1;26;M;303;1;0;0;COM;NO;1;1;1;10;2;5296;5296;3681;5380;13589;3147;10442;10442;5296;10217;1;1;A2;OBJ-7
1;26;M;303;0;0;1;NCOM;LOCATION;6;0;0;11;2;6530;4514;4280;4796;11292;6312;4897;4897;7012;15133;1;1;A2;OBJ-4
1;26;M;303;0;1;0;NCOM;IDENTITY;5;1;0;12;2;5313;4730;3514;3514;13591;0;8845;8845;8078;15139;1;0;A1;OBJ-10
1;29;M;282;0;1;0;NCOM;IDENTITY;5;0;0;1;1;2731;2664;2681;2765;7411;2115;5296;5296;2664;12825;1;1;A1;OBJ-2
1;29;M;282;1;1;0;COM;IDENTITY;2;0;0;2;1;6730;4264;2514;3198;8894;666;8228;8228;4914;15153;1;1;A2;OBJ-16
1;29;M;282;1;0;0;COM;NO;1;0;1;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;15141;0;0;A1;OBJ-5
1;29;M;282;0;0;1;NCOM;LOCATION;6;1;0;4;1;1982;1582;1599;2048;8926;0;7011;6811;1582;9491;1;0;A2;OBJ-8
1;29;M;282;0;0;0;NCOM;NO;4;1;1;5;1;1715;1449;1333;1815;11092;1882;8361;7545;1449;8781;1;1;A2;OBJ-3
1;29;M;282;1;0;1;COM;LOCATION;3;1;1;6;1;1649;1649;1666;1666;2864;716;2148;2148;1649;7508;1;1;A1;OBJ-13
1;29;M;282;1;0;0;COM;NO;1;1;0;7;2;1416;1016;1016;1465;5862;233;3515;3515;1016;9748;1;1;A1;OBJ-6
1;29;M;282;0;0;0;NCOM;NO;4;0;0;8;2;3348;2548;1099;1416;9892;1649;8210;8210;4089;15132;1;1;A2;OBJ-4
1;29;M;282;1;0;1;COM;LOCATION;3;0;0;9;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;7377;0;0;A1;OBJ-14
1;29;M;282;0;0;1;NCOM;LOCATION;6;0;1;10;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15140;0;0;A2;OBJ-7
1;29;M;282;1;1;0;COM;IDENTITY;2;1;1;11;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;12602;0;0;A2;OBJ-15
1;29;M;282;0;1;0;NCOM;IDENTITY;5;1;1;12;2;1049;882;899;1082;6829;1482;5230;5047;1665;12941;1;1;A1;OBJ-1
1;30;M;296;0;0;1;NCOM;LOCATION;6;1;0;1;1;3414;3131;1399;1815;11876;633;11043;10727;5863;15125;1;1;A1;OBJ-10
1;30;M;296;1;0;0;COM;NO;1;1;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;15135;0;0;A2;OBJ-7
1;30;M;296;1;1;0;COM;IDENTITY;2;0;0;3;1;6140;4431;1932;2249;13840;2631;11209;10559;4431;15148;1;1;A1;OBJ-2
1;30;M;296;0;0;0;NCOM;NO;4;0;0;4;1;7146;4847;1132;1732;9644;3781;5647;5297;6163;15144;1;1;A2;OBJ-4
1;30;M;296;0;1;0;NCOM;IDENTITY;5;1;1;5;1;2931;1549;1566;3115;10491;3447;7044;7044;2215;15142;1;1;A1;OBJ-5
1;30;M;296;1;0;1;COM;LOCATION;3;0;1;6;1;8727;949;966;966;7280;0;5581;5581;6563;15159;1;0;A2;OBJ-11
1;30;M;296;1;1;0;COM;IDENTITY;2;1;1;7;2;3199;3199;2399;2399;7313;1616;4547;2615;4229;15138;1;1;A1;OBJ-1
1;30;M;296;1;0;0;COM;NO;1;0;0;8;2;4195;3313;883;1899;6397;600;5797;5397;3313;15159;1;1;A2;OBJ-8
1;30;M;296;1;0;1;COM;LOCATION;3;1;0;9;2;1583;1583;1599;1599;12941;0;11941;11941;2532;15140;1;0;A2;OBJ-12
1;30;M;296;0;1;0;NCOM;IDENTITY;5;0;0;10;2;2448;2215;1166;1449;13506;117;13389;13206;5263;15130;1;1;A1;OBJ-6
1;30;M;296;0;0;1;NCOM;LOCATION;6;0;1;11;2;1965;849;866;1182;7878;0;7012;5163;849;15149;1;0;A1;OBJ-9
1;30;M;296;0;0;0;NCOM;NO;4;1;1;12;2;3481;2048;716;2548;11674;2614;9060;9060;2714;15139;1;1;A2;OBJ-3
1;32;F;302;0;1;0;NCOM;IDENTITY;5;0;1;1;1;4329;3447;1615;3231;9577;0;6411;6411;3447;10496;1;0;A1;OBJ-9
1;32;F;302;1;0;1;COM;LOCATION;3;1;1;2;1;3264;2947;1416;2732;12208;1616;10592;10592;2947;9435;1;1;A2;OBJ-3
1;32;F;302;0;0;1;NCOM;LOCATION;6;0;0;3;1;2282;1782;1282;1732;8360;2899;5461;5311;1782;9268;1;1;A2;OBJ-8
1;32;F;302;1;1;0;COM;IDENTITY;2;1;1;4;1;3897;3064;1548;2015;9861;1783;7961;7961;3064;9741;1;1;A1;OBJ-5
1;32;F;302;1;0;0;COM;NO;1;1;0;5;1;1099;1099;1116;1116;6313;0;5247;5247;1099;8852;1;0;A2;OBJ-12
1;32;F;302;0;0;0;NCOM;NO;4;0;0;6;1;6746;6329;583;799;11777;2465;9312;9312;6329;15139;1;1;A1;OBJ-2
1;32;F;302;1;1;0;COM;IDENTITY;2;0;0;7;2;4447;4214;3081;5280;13459;8045;5414;5264;6180;15145;1;1;A1;OBJ-6
1;32;F;302;1;0;0;COM;NO;1;0;1;8;2;2666;2266;799;1282;13440;0;10926;10743;2973;15113;1;0;A2;OBJ-11
1;32;F;302;0;0;0;NCOM;NO;4;1;1;9;2;1949;1666;1083;1416;11376;1549;9827;9827;3432;15133;1;1;A1;OBJ-1
1;32;F;302;0;0;1;NCOM;LOCATION;6;1;1;10;2;1149;1149;1166;1166;9275;2665;6194;5711;3997;15139;1;1;A2;OBJ-7
1;32;F;302;1;0;1;COM;LOCATION;3;0;0;11;2;4632;4048;1365;1649;8512;767;7745;7745;4048;13030;1;1;A2;OBJ-4
1;32;F;302;0;1;0;NCOM;IDENTITY;5;1;0;12;2;650;650;650;650;11775;0;9310;9310;650;5643;1;0;A1;OBJ-10
1;33;M;277;1;1;0;COM;IDENTITY;2;1;1;1;1;2915;2915;1599;2965;14790;0;14790;14790;8790;15137;1;0;A1;OBJ-5
1;33;M;277;1;0;0;COM;NO;1;0;0;2;1;2582;1882;949;2814;13190;183;13007;12791;7868;15162;1;1;A1;OBJ-10
1;33;M;277;0;0;1;NCOM;LOCATION;6;0;1;3;1;1182;1182;1233;1233;14590;0;14307;14307;4862;15142;1;0;A2;OBJ-15
1;33;M;277;0;0;0;NCOM;NO;4;1;1;4;1;999;999;999;999;13160;0;12744;12744;5811;15171;1;0;A2;OBJ-11
1;33;M;277;1;0;1;COM;LOCATION;3;1;0;5;1;3413;2930;567;1982;10925;0;10459;10459;6744;15115;1;0;A1;OBJ-14
1;33;M;277;0;1;0;NCOM;IDENTITY;5;0;0;6;1;4314;617;633;1949;14806;0;14806;14806;6464;15141;1;0;A2;OBJ-8
1;33;M;277;0;0;1;NCOM;LOCATION;6;1;0;7;2;1949;1099;1132;2149;12524;0;12191;12191;1848;14400;1;0;A2;OBJ-16
1;33;M;277;1;0;0;COM;NO;1;1;1;8;2;832;366;367;883;9893;0;9893;9693;366;6721;1;0;A1;OBJ-9
1;33;M;277;0;1;0;NCOM;IDENTITY;5;1;1;9;2;2349;1649;633;2648;10843;733;9827;9394;1649;8448;1;1;A2;OBJ-7
1;33;M;277;0;0;0;NCOM;NO;4;0;0;10;2;3198;1966;1999;3497;6497;150;6347;6130;1966;8585;1;1;A2;OBJ-12
1;33;M;277;1;0;1;COM;LOCATION;3;0;1;11;2;1016;733;749;749;7028;0;6162;6162;1483;11693;1;0;A1;OBJ-13
1;33;M;277;1;1;0;COM;IDENTITY;2;0;0;12;2;1898;1898;1898;1898;11207;1415;9426;9426;1898;8310;1;1;A1;OBJ-6
1;34;M;294;0;0;1;NCOM;LOCATION;6;0;0;1;1;7344;6811;2382;4197;12156;5214;6942;6942;6811;15147;1;1;A1;OBJ-10
1;34;M;294;1;0;1;COM;LOCATION;3;1;0;2;1;3747;3481;2465;2465;13159;0;8145;8145;5446;15146;1;0;A1;OBJ-2
1;34;M;294;1;1;0;COM;IDENTITY;2;1;1;3;1;5962;5962;4797;4797;8909;4396;4397;4214;5962;15160;1;1;A2;OBJ-15
1;34;M;294;0;0;0;NCOM;NO;4;0;0;4;1;5214;5214;1366;1366;6247;1649;4598;4598;6464;15145;1;1;A2;OBJ-12
1;34;M;294;0;1;0;NCOM;IDENTITY;5;1;1;5;1;2964;2731;1449;2315;12426;3032;9394;9394;4280;15089;1;1;A1;OBJ-13
1;34;M;294;1;0;0;COM;NO;1;0;1;6;1;3215;2349;583;583;5646;0;3913;3913;2349;11678;1;0;A2;OBJ-3
1;34;M;294;0;0;1;NCOM;LOCATION;6;1;1;7;2;2132;1599;1982;4113;5594;1331;4263;4263;3364;15108;1;1;A1;OBJ-9
1;34;M;294;1;1;0;COM;IDENTITY;2;0;0;8;2;550;550;367;367;2863;915;1948;1948;1798;15141;1;1;A2;OBJ-16
1;34;M;294;1;0;1;COM;LOCATION;3;0;1;9;2;2399;2399;1832;1832;7278;0;4663;4663;2399;7714;1;0;A1;OBJ-1
1;34;M;294;0;0;0;NCOM;NO;4;1;1;10;2;3132;2232;450;3298;8043;1032;6945;6945;2232;8570;1;1;A2;OBJ-11
1;34;M;294;1;0;0;COM;NO;1;1;0;11;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15150;0;0;A2;OBJ-4
1;34;M;294;0;1;0;NCOM;IDENTITY;5;0;0;12;2;2798;2398;2598;3048;8495;4130;4365;4365;2398;8222;1;1;A1;OBJ-14
1;35;M;275;1;0;0;COM;NO;1;0;0;1;1;8278;7045;1865;2865;12709;3198;9411;9411;7045;15136;1;1;A1;OBJ-2
1;35;M;275;0;1;0;NCOM;IDENTITY;5;0;0;2;1;7495;4363;466;7811;12875;750;12125;11659;6496;15148;1;1;A2;OBJ-16
1;35;M;275;1;0;1;COM;LOCATION;3;0;1;3;1;4313;3847;3781;4114;13273;0;9360;9360;3847;10228;1;0;A1;OBJ-5
1;35;M;275;0;0;1;NCOM;LOCATION;6;1;0;4;1;2498;2281;1749;3082;13842;0;12559;12559;2281;11702;1;0;A2;OBJ-8
1;35;M;275;0;0;0;NCOM;NO;4;1;1;5;1;2515;2282;1133;2798;10942;1582;9094;7644;5530;15150;1;1;A2;OBJ-3
1;35;M;275;1;1;0;COM;IDENTITY;2;1;1;6;1;3366;2883;866;4147;9744;683;9061;9061;4227;15102;1;1;A1;OBJ-13
1;35;M;275;1;0;1;COM;LOCATION;3;1;0;7;2;4548;4164;2532;4997;8111;0;3781;3397;4164;12760;1;0;A1;OBJ-6
1;35;M;275;0;0;0;NCOM;NO;4;0;0;8;2;1865;1865;1999;1999;7396;2198;5198;5198;4329;15137;1;1;A2;OBJ-4
1;35;M;275;1;1;0;COM;IDENTITY;2;0;0;9;2;4830;4697;3331;6612;5446;783;4663;4663;4697;13371;1;1;A1;OBJ-14
1;35;M;275;0;0;1;NCOM;LOCATION;6;0;1;10;2;3097;2681;2681;3147;7712;0;5446;5063;4330;15138;1;0;A2;OBJ-7
1;35;M;275;0;1;0;NCOM;IDENTITY;5;1;1;11;2;2816;2816;2881;2881;12457;1432;11025;10642;5198;14907;1;1;A2;OBJ-15
1;35;M;275;1;0;0;COM;NO;1;1;1;12;2;1416;1149;1166;1449;14006;1666;12340;12340;1149;8112;1;1;A1;OBJ-1
